Дата,Склад,Контрагент,Номенклатура,Количество
2018-04-19,4,address_127,product_1,7
2018-04-19,4,address_127,product_2,10
2018-04-19,4,address_127,product_3,3
2018-04-19,4,address_127,product_4,4
2018-04-19,4,address_127,product_5,2
2018-04-19,4,address_127,product_14,1
2018-04-19,4,address_127,product_15,0
2018-04-19,4,address_127,product_17,1
2018-04-19,4,address_127,product_18,1
2018-04-19,4,address_127,product_19,1
2018-04-19,4,address_128,product_0,3
2018-04-19,4,address_128,product_1,3
2018-04-19,4,address_128,product_2,3
2018-04-19,4,address_128,product_3,3
2018-04-19,4,address_129,product_0,4
2018-04-19,4,address_129,product_1,10
2018-04-19,4,address_129,product_2,8
2018-04-19,4,address_129,product_3,3
2018-04-19,4,address_129,product_4,2
2018-04-19,4,address_129,product_5,2
2018-04-19,4,address_129,product_6,3
2018-04-19,4,address_129,product_23,2
2018-04-19,4,address_129,product_10,0
2018-04-19,4,address_129,product_11,0
2018-04-19,4,address_129,product_14,2
2018-04-19,4,address_129,product_22,8
2018-04-19,4,address_129,product_15,2
2018-04-19,4,address_129,product_16,2
2018-04-19,4,address_129,product_17,2
2018-04-19,4,address_129,product_18,2
2018-04-19,4,address_129,product_19,2
2018-04-19,4,address_129,product_20,2
2018-04-19,4,address_129,product_21,2
2018-04-19,4,address_130,product_0,4
2018-04-19,4,address_130,product_1,5
2018-04-19,4,address_130,product_2,8
2018-04-19,4,address_130,product_3,5
2018-04-19,4,address_130,product_4,0
2018-04-19,4,address_130,product_5,2
2018-04-19,4,address_130,product_10,2
2018-04-19,4,address_130,product_11,1
2018-04-19,4,address_130,product_12,2
2018-04-19,4,address_130,product_13,5
2018-04-19,4,address_130,product_22,0
2018-04-19,4,address_130,product_17,2
2018-04-19,4,address_130,product_20,1
2018-04-19,4,address_130,product_21,1
2018-04-19,4,address_131,product_1,5
2018-04-19,4,address_131,product_2,8
2018-04-19,4,address_131,product_4,3
2018-04-19,4,address_131,product_5,2
2018-04-19,4,address_132,product_1,10
2018-04-19,4,address_132,product_2,10
2018-04-19,4,address_132,product_3,3
2018-04-19,4,address_132,product_5,2
2018-04-19,4,address_132,product_23,2
2018-04-19,4,address_132,product_14,2
2018-04-19,4,address_132,product_22,3
2018-04-19,4,address_132,product_16,1
2018-04-19,4,address_133,product_0,5
2018-04-19,4,address_133,product_1,5
2018-04-19,4,address_133,product_2,5
2018-04-19,4,address_133,product_3,5
2018-04-19,4,address_133,product_4,2
2018-04-19,4,address_133,product_5,2
2018-04-19,4,address_133,product_6,5
2018-04-19,4,address_184,product_0,5
2018-04-19,4,address_184,product_1,5
2018-04-19,4,address_184,product_2,3
2018-04-19,4,address_184,product_3,4
2018-04-19,4,address_184,product_4,3
2018-04-19,4,address_184,product_5,3
2018-04-19,4,address_184,product_6,10
2018-04-19,4,address_184,product_15,1
2018-04-19,4,address_135,product_0,3
2018-04-19,4,address_135,product_1,8
2018-04-19,4,address_135,product_2,8
2018-04-19,4,address_135,product_3,3
2018-04-19,4,address_135,product_5,3
2018-04-19,4,address_136,product_0,4
2018-04-19,4,address_136,product_1,7
2018-04-19,4,address_136,product_2,3
2018-04-19,4,address_136,product_3,5
2018-04-19,4,address_136,product_4,1
2018-04-19,4,address_136,product_5,0
2018-04-19,4,address_136,product_6,5
2018-04-19,4,address_136,product_7,1
2018-04-19,4,address_136,product_8,1
2018-04-19,4,address_136,product_15,3
2018-04-19,4,address_139,product_0,0
2018-04-19,4,address_139,product_1,0
2018-04-19,4,address_139,product_2,5
2018-04-19,4,address_139,product_3,3
2018-04-19,4,address_139,product_4,2
2018-04-19,4,address_139,product_6,5
2018-04-19,4,address_141,product_0,5
2018-04-19,4,address_141,product_4,1
2018-04-19,4,address_141,product_6,0
2018-04-19,4,address_141,product_7,0
2018-04-19,4,address_141,product_8,0
2018-04-19,4,address_141,product_10,2
2018-04-19,4,address_141,product_11,2
2018-04-19,4,address_141,product_14,2
2018-04-19,4,address_141,product_22,2
2018-04-19,4,address_141,product_17,2
2018-04-19,4,address_141,product_18,2
2018-04-19,4,address_141,product_19,2
2018-04-19,5,address_144,product_0,5
2018-04-19,5,address_144,product_1,10
2018-04-19,5,address_144,product_2,10
2018-04-19,5,address_144,product_5,5
2018-04-19,5,address_144,product_15,2
2018-04-19,5,address_145,product_0,5
2018-04-19,5,address_145,product_1,7
2018-04-19,5,address_145,product_2,7
2018-04-19,5,address_145,product_3,5
2018-04-19,5,address_145,product_4,2
2018-04-19,5,address_145,product_5,0
2018-04-19,5,address_145,product_6,2
2018-04-19,5,address_145,product_13,0
2018-04-19,5,address_145,product_15,2
2018-04-19,5,address_146,product_1,2
2018-04-19,5,address_146,product_2,2
2018-04-19,5,address_147,product_0,5
2018-04-19,5,address_147,product_1,5
2018-04-19,5,address_147,product_2,5
2018-04-19,5,address_147,product_3,3
2018-04-19,5,address_147,product_4,0
2018-04-19,5,address_147,product_5,2
2018-04-19,5,address_147,product_6,5
2018-04-19,5,address_147,product_12,3
2018-04-19,5,address_147,product_22,2
2018-04-19,5,address_147,product_15,0
2018-04-19,5,address_147,product_17,2
2018-04-19,5,address_200,product_0,5
2018-04-19,5,address_200,product_1,5
2018-04-19,5,address_200,product_2,5
2018-04-19,5,address_200,product_3,3
2018-04-19,5,address_200,product_4,2
2018-04-19,5,address_200,product_5,2
2018-04-19,5,address_200,product_6,4
2018-04-19,5,address_200,product_7,1
2018-04-19,5,address_200,product_8,1
2018-04-19,5,address_200,product_13,3
2018-04-19,5,address_200,product_22,2
2018-04-19,5,address_200,product_15,2
2018-04-19,5,address_200,product_17,1
2018-04-19,5,address_200,product_18,1
2018-04-19,5,address_200,product_19,1
2018-04-19,5,address_148,product_0,5
2018-04-19,5,address_148,product_1,7
2018-04-19,5,address_148,product_2,7
2018-04-19,5,address_148,product_3,3
2018-04-19,5,address_148,product_4,2
2018-04-19,5,address_148,product_5,2
2018-04-19,5,address_148,product_6,5
2018-04-19,5,address_148,product_23,1
2018-04-19,5,address_148,product_10,1
2018-04-19,5,address_148,product_11,1
2018-04-19,5,address_148,product_22,5
2018-04-19,5,address_148,product_15,2
2018-04-19,5,address_148,product_17,2
2018-04-19,5,address_148,product_19,1
2018-04-19,5,address_148,product_20,1
2018-04-19,5,address_148,product_21,1
2018-04-19,5,address_149,product_1,5
2018-04-19,5,address_149,product_2,5
2018-04-19,5,address_149,product_4,3
2018-04-19,5,address_149,product_5,3
2018-04-19,5,address_149,product_6,3
2018-04-19,5,address_149,product_13,5
2018-04-19,5,address_149,product_20,2
2018-04-19,5,address_149,product_21,2
2018-04-19,5,address_150,product_0,2
2018-04-19,5,address_150,product_1,0
2018-04-19,5,address_150,product_2,3
2018-04-19,5,address_150,product_3,2
2018-04-19,5,address_150,product_4,2
2018-04-19,5,address_150,product_5,2
2018-04-19,5,address_150,product_11,2
2018-04-19,5,address_150,product_13,0
2018-04-19,5,address_151,product_0,1
2018-04-19,5,address_151,product_1,1
2018-04-19,5,address_151,product_2,2
2018-04-19,5,address_151,product_3,1
2018-04-19,5,address_151,product_18,1
2018-04-19,5,address_152,product_0,3
2018-04-19,5,address_152,product_3,3
2018-04-19,5,address_153,product_0,2
2018-04-19,5,address_153,product_1,4
2018-04-19,5,address_153,product_2,5
2018-04-19,5,address_153,product_3,2
2018-04-19,5,address_153,product_4,2
2018-04-19,5,address_153,product_5,2
2018-04-19,5,address_153,product_6,6
2018-04-19,5,address_153,product_23,1
2018-04-19,5,address_153,product_10,2
2018-04-19,5,address_153,product_11,2
2018-04-19,5,address_153,product_12,4
2018-04-19,5,address_153,product_15,1
2018-04-19,5,address_153,product_17,2
2018-04-19,5,address_153,product_18,1
2018-04-19,5,address_153,product_19,2
2018-04-19,5,address_154,product_0,5
2018-04-19,5,address_154,product_1,5
2018-04-19,5,address_154,product_2,5
2018-04-19,5,address_155,product_0,5
2018-04-19,5,address_155,product_1,5
2018-04-19,5,address_155,product_2,5
2018-04-19,5,address_155,product_3,2
2018-04-19,5,address_155,product_6,3
2018-04-19,5,address_155,product_13,5
2018-04-19,5,address_155,product_15,2
2018-04-19,5,address_156,product_6,5
2018-04-19,5,address_156,product_23,2
2018-04-19,5,address_156,product_13,3
2018-04-19,5,address_156,product_22,3
2018-04-19,5,address_156,product_17,2
2018-04-19,5,address_156,product_18,2
2018-04-19,5,address_156,product_19,2
2018-04-19,5,address_157,product_0,0
2018-04-19,5,address_157,product_1,3
2018-04-19,5,address_157,product_2,0
2018-04-19,5,address_157,product_4,0
2018-04-19,5,address_157,product_10,5
2018-04-19,5,address_157,product_22,10
2018-04-19,5,address_157,product_20,1
2018-04-19,5,address_157,product_21,2
2018-04-19,5,address_158,product_0,0
2018-04-19,5,address_158,product_1,0
2018-04-19,5,address_158,product_2,0
2018-04-19,5,address_158,product_4,2
2018-04-19,5,address_158,product_5,1
2018-04-19,5,address_158,product_6,3
2018-04-19,5,address_158,product_12,0
2018-04-19,5,address_158,product_13,0
2018-04-19,5,address_158,product_14,0
2018-04-19,5,address_158,product_22,2
2018-04-19,5,address_159,product_0,0
2018-04-19,5,address_159,product_1,3
2018-04-19,5,address_159,product_2,5
2018-04-19,5,address_159,product_3,4
2018-04-19,5,address_159,product_4,0
2018-04-19,5,address_159,product_5,2
2018-04-19,5,address_160,product_1,0
2018-04-19,5,address_160,product_2,0
2018-04-19,5,address_161,product_0,10
2018-04-19,5,address_161,product_1,20
2018-04-19,5,address_161,product_2,20
2018-04-19,5,address_161,product_3,5
2018-04-19,5,address_161,product_4,4
2018-04-19,5,address_161,product_5,5
2018-04-19,5,address_161,product_6,10
2018-04-19,5,address_161,product_7,3
2018-04-19,5,address_161,product_8,2
2018-04-19,5,address_161,product_22,3
2018-04-19,5,address_161,product_17,1
2018-04-19,5,address_161,product_18,1
2018-04-19,5,address_161,product_19,1
2018-04-19,5,address_162,product_0,6
2018-04-19,5,address_162,product_1,6
2018-04-19,5,address_162,product_2,6
2018-04-19,5,address_162,product_3,5
2018-04-19,5,address_162,product_4,2
2018-04-19,5,address_162,product_5,2
2018-04-19,5,address_162,product_6,10
2018-04-19,5,address_162,product_23,2
2018-04-19,5,address_162,product_14,1
2018-04-19,5,address_162,product_15,2
2018-04-19,5,address_163,product_1,3
2018-04-19,5,address_163,product_2,3
2018-04-19,5,address_163,product_3,2
2018-04-19,5,address_163,product_4,1
2018-04-19,5,address_163,product_5,1
2018-04-19,5,address_164,product_0,5
2018-04-19,5,address_164,product_1,3
2018-04-19,5,address_164,product_2,4
2018-04-19,5,address_164,product_3,3
2018-04-19,5,address_164,product_4,2
2018-04-19,5,address_164,product_5,2
2018-04-19,5,address_164,product_6,5
2018-04-19,5,address_164,product_8,1
2018-04-19,5,address_165,product_1,2
2018-04-19,5,address_165,product_2,2
2018-04-19,5,address_194,product_0,20
2018-04-19,5,address_194,product_1,30
2018-04-19,5,address_194,product_2,30
2018-04-19,5,address_166,product_1,1
2018-04-19,5,address_166,product_2,1
2018-04-19,5,address_166,product_6,2
2018-04-19,5,address_166,product_17,1
2018-04-19,5,address_166,product_18,1
2018-04-19,5,address_166,product_19,1
2018-04-19,5,address_167,product_0,5
2018-04-19,5,address_167,product_1,5
2018-04-19,5,address_167,product_2,5
2018-04-19,5,address_167,product_3,4
2018-04-19,5,address_168,product_0,2
2018-04-19,5,address_168,product_1,0
2018-04-19,5,address_168,product_2,0
2018-04-19,5,address_168,product_3,2
2018-04-19,5,address_168,product_5,2
2018-04-19,5,address_169,product_0,10
2018-04-19,5,address_169,product_1,15
2018-04-19,5,address_169,product_2,15
2018-04-19,5,address_169,product_3,10
2018-04-19,5,address_169,product_4,3
2018-04-19,5,address_169,product_5,5
2018-04-19,5,address_169,product_6,15
2018-04-19,5,address_169,product_23,3
2018-04-19,5,address_169,product_10,1
2018-04-19,5,address_169,product_11,1
2018-04-19,5,address_169,product_12,5
2018-04-19,5,address_169,product_13,10
2018-04-19,5,address_169,product_14,2
2018-04-19,5,address_169,product_22,3
2018-04-19,5,address_169,product_15,5
2018-04-19,5,address_169,product_17,5
2018-04-19,5,address_169,product_18,1
2018-04-19,5,address_171,product_0,2
2018-04-19,5,address_171,product_1,2
2018-04-19,5,address_171,product_2,2
2018-04-19,5,address_172,product_0,5
2018-04-19,5,address_172,product_1,7
2018-04-19,5,address_172,product_2,7
2018-04-19,5,address_172,product_3,5
2018-04-19,5,address_172,product_4,2
2018-04-19,5,address_172,product_5,2
2018-04-19,5,address_172,product_6,10
2018-04-19,5,address_172,product_10,1
2018-04-19,5,address_172,product_11,1
2018-04-19,5,address_172,product_13,3
2018-04-19,5,address_172,product_17,2
2018-04-19,5,address_173,product_0,2
2018-04-19,5,address_173,product_1,4
2018-04-19,5,address_173,product_2,4
2018-04-19,5,address_173,product_3,2
2018-04-19,5,address_173,product_6,5
2018-04-19,5,address_173,product_23,1
2018-04-19,5,address_173,product_11,1
2018-04-19,5,address_173,product_13,3
2018-04-19,5,address_173,product_15,0
2018-04-19,5,address_173,product_17,2
2018-04-19,5,address_173,product_18,2
2018-04-19,5,address_173,product_19,2
2018-04-19,5,address_174,product_1,5
2018-04-19,5,address_174,product_2,5
2018-04-19,5,address_174,product_3,0
2018-04-19,5,address_174,product_4,2
2018-04-19,5,address_174,product_5,3
2018-04-19,5,address_174,product_6,5
2018-04-19,5,address_174,product_7,1
2018-04-19,5,address_174,product_8,1
2018-04-19,5,address_174,product_11,2
2018-04-19,5,address_174,product_13,3
2018-04-19,5,address_174,product_14,1
2018-04-20,1,address_0,product_0,3
2018-04-20,1,address_0,product_1,20
2018-04-20,1,address_0,product_2,18
2018-04-20,1,address_0,product_3,2
2018-04-20,1,address_0,product_4,3
2018-04-20,1,address_0,product_5,3
2018-04-20,1,address_0,product_6,3
2018-04-20,1,address_0,product_23,1
2018-04-20,1,address_0,product_10,1
2018-04-20,1,address_0,product_11,1
2018-04-20,1,address_0,product_12,2
2018-04-20,1,address_0,product_14,0
2018-04-20,1,address_0,product_20,1
2018-04-20,1,address_0,product_21,1
2018-04-20,1,address_1,product_0,15
2018-04-20,1,address_1,product_1,13
2018-04-20,1,address_1,product_2,12
2018-04-20,1,address_1,product_3,14
2018-04-20,1,address_1,product_6,5
2018-04-20,1,address_1,product_10,1
2018-04-20,1,address_1,product_11,1
2018-04-20,1,address_1,product_13,5
2018-04-20,1,address_1,product_14,2
2018-04-20,1,address_1,product_22,6
2018-04-20,1,address_1,product_16,1
2018-04-20,1,address_1,product_17,4
2018-04-20,1,address_1,product_18,3
2018-04-20,1,address_1,product_19,3
2018-04-20,1,address_1,product_20,1
2018-04-20,1,address_1,product_21,1
2018-04-20,1,address_2,product_0,5
2018-04-20,1,address_2,product_1,5
2018-04-20,1,address_2,product_2,7
2018-04-20,1,address_2,product_3,4
2018-04-20,1,address_2,product_4,1
2018-04-20,1,address_2,product_7,1
2018-04-20,1,address_2,product_8,1
2018-04-20,1,address_2,product_12,1
2018-04-20,1,address_2,product_13,2
2018-04-20,1,address_2,product_14,0
2018-04-20,1,address_2,product_22,5
2018-04-20,1,address_2,product_17,2
2018-04-20,1,address_2,product_18,1
2018-04-20,1,address_2,product_19,1
2018-04-20,1,address_3,product_0,0
2018-04-20,1,address_3,product_1,0
2018-04-20,1,address_3,product_2,2
2018-04-20,1,address_3,product_3,2
2018-04-20,1,address_4,product_0,5
2018-04-20,1,address_4,product_1,5
2018-04-20,1,address_4,product_2,5
2018-04-20,1,address_4,product_3,5
2018-04-20,1,address_4,product_4,2
2018-04-20,1,address_4,product_5,2
2018-04-20,1,address_4,product_15,3
2018-04-20,1,address_5,product_0,2
2018-04-20,1,address_5,product_1,5
2018-04-20,1,address_5,product_2,0
2018-04-20,1,address_5,product_3,4
2018-04-20,1,address_5,product_4,1
2018-04-20,1,address_5,product_6,2
2018-04-20,1,address_5,product_23,1
2018-04-20,1,address_5,product_13,3
2018-04-20,1,address_5,product_22,2
2018-04-20,1,address_5,product_15,1
2018-04-20,1,address_5,product_17,1
2018-04-20,1,address_5,product_18,0
2018-04-20,1,address_5,product_19,1
2018-04-20,1,address_6,product_0,0
2018-04-20,1,address_6,product_1,10
2018-04-20,1,address_6,product_2,4
2018-04-20,1,address_6,product_3,3
2018-04-20,1,address_6,product_4,1
2018-04-20,1,address_6,product_5,2
2018-04-20,1,address_6,product_10,1
2018-04-20,1,address_6,product_11,1
2018-04-20,1,address_6,product_14,1
2018-04-20,1,address_7,product_0,1
2018-04-20,1,address_7,product_1,0
2018-04-20,1,address_7,product_2,1
2018-04-20,1,address_7,product_3,1
2018-04-20,1,address_7,product_4,0
2018-04-20,1,address_7,product_5,0
2018-04-20,1,address_7,product_6,0
2018-04-20,1,address_8,product_0,4
2018-04-20,1,address_8,product_1,5
2018-04-20,1,address_8,product_2,5
2018-04-20,1,address_8,product_3,4
2018-04-20,1,address_8,product_4,1
2018-04-20,1,address_8,product_5,1
2018-04-20,1,address_8,product_22,2
2018-04-20,1,address_8,product_17,0
2018-04-20,1,address_188,product_0,5
2018-04-20,1,address_188,product_1,5
2018-04-20,1,address_188,product_2,5
2018-04-20,1,address_188,product_3,5
2018-04-20,1,address_188,product_4,3
2018-04-20,1,address_188,product_5,3
2018-04-20,1,address_188,product_6,5
2018-04-20,1,address_188,product_22,2
2018-04-20,1,address_188,product_15,1
2018-04-20,1,address_9,product_1,5
2018-04-20,1,address_9,product_2,3
2018-04-20,1,address_9,product_6,7
2018-04-20,1,address_9,product_23,1
2018-04-20,1,address_9,product_10,2
2018-04-20,1,address_9,product_11,1
2018-04-20,1,address_9,product_22,4
2018-04-20,1,address_9,product_17,0
2018-04-20,1,address_9,product_18,1
2018-04-20,1,address_9,product_19,1
2018-04-20,1,address_10,product_0,5
2018-04-20,1,address_10,product_1,5
2018-04-20,1,address_10,product_2,5
2018-04-20,1,address_10,product_4,1
2018-04-20,1,address_10,product_5,1
2018-04-20,1,address_10,product_6,5
2018-04-20,1,address_10,product_7,1
2018-04-20,1,address_10,product_8,1
2018-04-20,1,address_11,product_0,1
2018-04-20,1,address_11,product_1,5
2018-04-20,1,address_11,product_2,5
2018-04-20,1,address_11,product_3,2
2018-04-20,1,address_11,product_4,1
2018-04-20,1,address_11,product_5,0
2018-04-20,1,address_11,product_6,4
2018-04-20,1,address_11,product_12,1
2018-04-20,1,address_11,product_22,0
2018-04-20,1,address_11,product_17,2
2018-04-20,1,address_11,product_18,1
2018-04-20,1,address_11,product_19,1
2018-04-20,1,address_12,product_0,1
2018-04-20,1,address_12,product_1,0
2018-04-20,1,address_12,product_2,1
2018-04-20,1,address_12,product_3,1
2018-04-20,1,address_13,product_6,5
2018-04-20,1,address_13,product_12,2
2018-04-20,1,address_13,product_14,1
2018-04-20,1,address_13,product_22,0
2018-04-20,1,address_13,product_16,1
2018-04-20,1,address_13,product_17,4
2018-04-20,1,address_13,product_20,1
2018-04-20,1,address_13,product_21,1
2018-04-20,1,address_14,product_1,7
2018-04-20,1,address_14,product_2,3
2018-04-20,1,address_14,product_3,0
2018-04-20,1,address_14,product_4,2
2018-04-20,1,address_14,product_5,2
2018-04-20,1,address_14,product_6,5
2018-04-20,1,address_14,product_15,1
2018-04-20,1,address_187,product_0,5
2018-04-20,1,address_187,product_1,5
2018-04-20,1,address_187,product_2,6
2018-04-20,1,address_187,product_3,3
2018-04-20,1,address_187,product_5,2
2018-04-20,1,address_187,product_6,4
2018-04-20,1,address_187,product_7,1
2018-04-20,1,address_187,product_8,1
2018-04-20,1,address_187,product_15,2
2018-04-20,1,address_15,product_0,2
2018-04-20,1,address_15,product_1,2
2018-04-20,1,address_15,product_2,2
2018-04-20,1,address_15,product_3,2
2018-04-20,1,address_16,product_0,2
2018-04-20,1,address_16,product_1,2
2018-04-20,1,address_16,product_2,4
2018-04-20,1,address_16,product_3,0
2018-04-20,1,address_16,product_4,1
2018-04-20,1,address_16,product_5,1
2018-04-20,1,address_16,product_23,1
2018-04-20,1,address_16,product_10,0
2018-04-20,1,address_16,product_11,1
2018-04-20,1,address_16,product_22,0
2018-04-20,1,address_16,product_15,1
2018-04-20,1,address_16,product_17,3
2018-04-20,1,address_16,product_20,1
2018-04-20,1,address_16,product_21,1
2018-04-20,1,address_17,product_1,5
2018-04-20,1,address_17,product_2,5
2018-04-20,1,address_17,product_4,1
2018-04-20,1,address_17,product_5,1
2018-04-20,1,address_17,product_6,5
2018-04-20,1,address_17,product_23,1
2018-04-20,1,address_17,product_10,1
2018-04-20,1,address_17,product_12,2
2018-04-20,1,address_17,product_13,4
2018-04-20,1,address_17,product_22,3
2018-04-20,1,address_17,product_15,1
2018-04-20,1,address_17,product_16,1
2018-04-20,1,address_17,product_17,3
2018-04-20,1,address_18,product_0,4
2018-04-20,1,address_18,product_1,9
2018-04-20,1,address_18,product_2,10
2018-04-20,1,address_18,product_4,2
2018-04-20,1,address_18,product_5,2
2018-04-20,1,address_18,product_10,2
2018-04-20,1,address_18,product_22,3
2018-04-20,1,address_18,product_17,3
2018-04-20,1,address_18,product_18,1
2018-04-20,1,address_18,product_19,1
2018-04-20,1,address_176,product_1,10
2018-04-20,1,address_176,product_2,5
2018-04-20,1,address_176,product_4,3
2018-04-20,1,address_176,product_5,3
2018-04-20,1,address_176,product_13,5
2018-04-20,1,address_176,product_15,2
2018-04-20,1,address_19,product_0,2
2018-04-20,1,address_19,product_1,5
2018-04-20,1,address_19,product_2,5
2018-04-20,1,address_19,product_3,2
2018-04-20,1,address_19,product_4,2
2018-04-20,1,address_19,product_5,2
2018-04-20,1,address_19,product_7,1
2018-04-20,1,address_19,product_8,1
2018-04-20,1,address_19,product_10,0
2018-04-20,1,address_19,product_12,2
2018-04-20,1,address_19,product_14,1
2018-04-20,1,address_19,product_22,2
2018-04-20,1,address_19,product_15,0
2018-04-20,1,address_19,product_17,3
2018-04-20,1,address_19,product_18,0
2018-04-20,1,address_19,product_19,0
2018-04-20,1,address_19,product_20,1
2018-04-20,1,address_19,product_21,1
2018-04-20,1,address_20,product_0,3
2018-04-20,1,address_20,product_1,3
2018-04-20,1,address_20,product_2,3
2018-04-20,1,address_20,product_3,3
2018-04-20,1,address_20,product_22,3
2018-04-20,1,address_21,product_1,2
2018-04-20,1,address_21,product_2,2
2018-04-20,1,address_21,product_4,0
2018-04-20,1,address_21,product_5,0
2018-04-20,1,address_21,product_14,0
2018-04-20,1,address_21,product_18,1
2018-04-20,1,address_21,product_19,1
2018-04-20,1,address_22,product_0,4
2018-04-20,1,address_22,product_1,10
2018-04-20,1,address_22,product_4,2
2018-04-20,1,address_22,product_5,2
2018-04-20,1,address_22,product_7,1
2018-04-20,1,address_22,product_8,1
2018-04-20,1,address_22,product_14,1
2018-04-20,1,address_22,product_15,2
2018-04-20,1,address_23,product_0,2
2018-04-20,1,address_23,product_1,0
2018-04-20,1,address_23,product_2,2
2018-04-20,1,address_23,product_4,1
2018-04-20,1,address_24,product_0,3
2018-04-20,1,address_24,product_1,8
2018-04-20,1,address_24,product_2,4
2018-04-20,1,address_24,product_3,3
2018-04-20,1,address_24,product_6,5
2018-04-20,1,address_24,product_22,2
2018-04-20,1,address_25,product_1,5
2018-04-20,1,address_25,product_2,5
2018-04-20,1,address_25,product_17,2
2018-04-20,2,address_26,product_0,4
2018-04-20,2,address_26,product_1,0
2018-04-20,2,address_26,product_2,0
2018-04-20,2,address_26,product_3,0
2018-04-20,2,address_30,product_0,0
2018-04-20,2,address_30,product_1,0
2018-04-20,2,address_30,product_2,0
2018-04-20,2,address_189,product_0,2
2018-04-20,2,address_189,product_1,0
2018-04-20,2,address_189,product_2,3
2018-04-20,2,address_189,product_3,2
2018-04-20,2,address_189,product_4,1
2018-04-20,2,address_189,product_5,2
2018-04-20,2,address_31,product_0,3
2018-04-20,2,address_31,product_1,0
2018-04-20,2,address_31,product_2,3
2018-04-20,2,address_31,product_3,2
2018-04-20,2,address_31,product_4,1
2018-04-20,2,address_31,product_5,1
2018-04-20,2,address_31,product_22,2
2018-04-20,2,address_32,product_0,3
2018-04-20,2,address_32,product_1,3
2018-04-20,2,address_32,product_2,3
2018-04-20,2,address_32,product_3,2
2018-04-20,2,address_32,product_4,2
2018-04-20,2,address_32,product_5,2
2018-04-20,2,address_32,product_6,5
2018-04-20,2,address_32,product_11,2
2018-04-20,2,address_32,product_14,0
2018-04-20,2,address_32,product_22,2
2018-04-20,2,address_32,product_15,2
2018-04-20,2,address_32,product_17,0
2018-04-20,2,address_32,product_18,2
2018-04-20,2,address_32,product_20,2
2018-04-20,2,address_33,product_0,0
2018-04-20,2,address_33,product_1,0
2018-04-20,2,address_33,product_2,4
2018-04-20,2,address_33,product_3,3
2018-04-20,2,address_33,product_4,2
2018-04-20,2,address_33,product_5,2
2018-04-20,2,address_33,product_15,0
2018-04-20,2,address_34,product_0,4
2018-04-20,2,address_34,product_1,5
2018-04-20,2,address_34,product_2,0
2018-04-20,2,address_34,product_3,2
2018-04-20,2,address_34,product_5,0
2018-04-20,2,address_34,product_8,0
2018-04-20,2,address_34,product_10,2
2018-04-20,2,address_34,product_11,0
2018-04-20,2,address_34,product_13,0
2018-04-20,2,address_34,product_22,0
2018-04-20,2,address_34,product_15,0
2018-04-20,2,address_34,product_17,2
2018-04-20,2,address_34,product_18,2
2018-04-20,2,address_34,product_19,0
2018-04-20,2,address_35,product_0,0
2018-04-20,2,address_35,product_1,0
2018-04-20,2,address_35,product_2,3
2018-04-20,2,address_35,product_3,2
2018-04-20,2,address_35,product_4,2
2018-04-20,2,address_35,product_5,2
2018-04-20,2,address_35,product_6,5
2018-04-20,2,address_35,product_22,3
2018-04-20,2,address_35,product_20,1
2018-04-20,2,address_35,product_21,2
2018-04-20,2,address_36,product_0,3
2018-04-20,2,address_36,product_1,3
2018-04-20,2,address_36,product_2,3
2018-04-20,2,address_36,product_3,2
2018-04-20,2,address_36,product_4,1
2018-04-20,2,address_36,product_5,1
2018-04-20,2,address_36,product_12,2
2018-04-20,2,address_36,product_13,0
2018-04-20,2,address_38,product_0,4
2018-04-20,2,address_38,product_1,5
2018-04-20,2,address_38,product_2,4
2018-04-20,2,address_38,product_3,3
2018-04-20,2,address_38,product_4,0
2018-04-20,2,address_38,product_5,2
2018-04-20,2,address_38,product_13,0
2018-04-20,2,address_39,product_0,3
2018-04-20,2,address_39,product_1,5
2018-04-20,2,address_39,product_2,4
2018-04-20,2,address_39,product_3,3
2018-04-20,2,address_39,product_4,2
2018-04-20,2,address_39,product_5,0
2018-04-20,2,address_39,product_12,0
2018-04-20,2,address_39,product_13,2
2018-04-20,2,address_40,product_0,4
2018-04-20,2,address_40,product_1,4
2018-04-20,2,address_40,product_2,4
2018-04-20,2,address_40,product_3,2
2018-04-20,2,address_40,product_4,2
2018-04-20,2,address_40,product_5,2
2018-04-20,2,address_40,product_12,3
2018-04-20,2,address_41,product_0,4
2018-04-20,2,address_41,product_1,4
2018-04-20,2,address_41,product_2,0
2018-04-20,2,address_41,product_3,2
2018-04-20,2,address_41,product_12,3
2018-04-20,2,address_42,product_0,5
2018-04-20,2,address_42,product_1,5
2018-04-20,2,address_42,product_2,0
2018-04-20,2,address_42,product_3,2
2018-04-20,2,address_43,product_0,7
2018-04-20,2,address_43,product_2,1
2018-04-20,2,address_43,product_3,3
2018-04-20,2,address_44,product_0,2
2018-04-20,2,address_44,product_1,3
2018-04-20,2,address_44,product_2,3
2018-04-20,2,address_44,product_3,2
2018-04-20,2,address_45,product_0,2
2018-04-20,2,address_45,product_1,3
2018-04-20,2,address_45,product_2,3
2018-04-20,2,address_45,product_3,2
2018-04-20,2,address_46,product_0,2
2018-04-20,2,address_46,product_1,3
2018-04-20,2,address_46,product_2,3
2018-04-20,2,address_47,product_0,2
2018-04-20,2,address_47,product_1,3
2018-04-20,2,address_47,product_2,3
2018-04-20,2,address_48,product_0,2
